1,1,29,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
2,1,77,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
3,1,431,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
4,1,532,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
5,1,736,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
6,1,1251,F16,NC State,"203 Peele Hall Raleigh, NC 27695"
7,1,1460,F16,Rice University,"6100 Main St. Houston, TX 77005"
8,1,1531,F16,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
9,1,1839,F17,Georgetown,"3700 O St NW Washington, DC 20057"
10,1,1926,F16,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
11,1,1928,S17,Rice University,"6100 Main St. Houston, TX 77005"
12,1,1961,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
13,1,2045,F17,Rice University,"6100 Main St. Houston, TX 77005"
14,1,2466,F16,Rice University,"6100 Main St. Houston, TX 77005"
15,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
16,1,2689,F17,Georgetown,"3700 O St NW Washington, DC 20057"
17,1,2741,S17,Rice University,"6100 Main St. Houston, TX 77005"
18,1,2937,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
19,2,2937,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
20,1,3078,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
21,1,3666,F16,NC State,"203 Peele Hall Raleigh, NC 27695"
22,1,3681,F16,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
23,1,3692,S17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
24,1,3731,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
25,1,3771,F16,Rice University,"6100 Main St. Houston, TX 77005"
26,1,3824,F17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
27,1,3896,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
28,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
29,1,4384,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
30,2,4384,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
31,3,4384,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
32,4,4384,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
33,1,4685,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
34,1,4780,F16,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
35,1,4801,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
36,1,5165,F16,Rice University,"6100 Main St. Houston, TX 77005"
37,1,5522,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
38,1,5726,S17,Stanford,"450 Serra Mall Stanford, CA 94305"
39,1,5734,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
40,1,5774,S17,Rice University,"6100 Main St. Houston, TX 77005"
41,1,5796,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
42,1,5967,F17,NC State,"203 Peele Hall Raleigh, NC 27695"
43,2,5967,F17,NC State,"203 Peele Hall Raleigh, NC 27695"
44,1,6465,F17,Georgetown,"3700 O St NW Washington, DC 20057"
45,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
46,1,6829,F16,Georgetown,"3700 O St NW Washington, DC 20057"
47,1,6878,S17,Stanford,"450 Serra Mall Stanford, CA 94305"
48,1,7470,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
49,1,7518,F17,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
50,1,7628,S17,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
51,1,7732,F17,NC State,"203 Peele Hall Raleigh, NC 27695"
52,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
53,1,8012,F17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
54,1,8200,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
55,1,8684,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
56,1,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
57,2,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
58,3,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
59,4,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
60,1,9079,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
61,1,9238,F16,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
62,1,9293,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
63,1,9417,F16,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
64,1,9474,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
65,1,9541,F17,Georgetown,"3700 O St NW Washington, DC 20057"
66,1,9715,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
67,2,9715,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
68,3,9715,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
69,1,9896,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
