20,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
21,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
22,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
23,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
24,1,532,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
25,1,532,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
26,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
27,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
28,1,532,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
29,1,532,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
30,1,736,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
31,1,736,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
32,1,6878,S17,Stanford,"450 Serra Mall Stanford, CA 94305"
33,1,6878,S17,Stanford,"450 Serra Mall Stanford, CA 94305"
34,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
35,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
36,1,6470,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
37,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
38,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
39,1,5734,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
40,1,5734,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
41,1,431,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
42,1,6878,S17,Stanford,"450 Serra Mall Stanford, CA 94305"
43,1,6878,S17,Stanford,"450 Serra Mall Stanford, CA 94305"
44,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
45,1,4801,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
46,1,736,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
47,2,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
48,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
49,2,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
50,1,7518,F17,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
51,1,6465,F17,Georgetown,"3700 O St NW Washington, DC 20057"
52,2,2937,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
53,2,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
54,2,2937,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
55,2,2937,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
56,4,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
57,1,431,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
58,4,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
59,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
60,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
61,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
62,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
63,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
64,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
65,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
66,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
67,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
68,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
69,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
70,1,4069,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
71,1,7952,S17,NC State,"203 Peele Hall Raleigh, NC 27695"
72,2,2937,F16,Duke University,"2138 Campus Drive Durham, NC 27708"
73,4,8786,F17,Rice University,"6100 Main St. Houston, TX 77005"
74,1,431,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
75,1,4801,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
76,1,4801,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
77,1,4801,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
78,1,8684,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
79,1,8684,F17,UNC Chapel Hill,"101 Chapel Hill Street Chapel Hill, NC 27599"
80,1,9293,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
81,1,5165,F16,Rice University,"6100 Main St. Houston, TX 77005"
82,1,5165,F16,Rice University,"6100 Main St. Houston, TX 77005"
83,1,6465,F17,Georgetown,"3700 O St NW Washington, DC 20057"
84,1,4801,S17,Emory University,"201 Dowman Dr Atlanta, GA 30322"
85,1,9293,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
86,1,2601,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
87,1,5734,S17,Duke University,"2138 Campus Drive Durham, NC 27708"
88,2,5967,F17,NC State,"203 Peele Hall Raleigh, NC 27695"
89,1,431,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
90,2,5967,F17,NC State,"203 Peele Hall Raleigh, NC 27695"
91,1,1839,F17,Georgetown,"3700 O St NW Washington, DC 20057"
92,1,1839,F17,Georgetown,"3700 O St NW Washington, DC 20057"
93,1,1839,F17,Georgetown,"3700 O St NW Washington, DC 20057"
94,1,5522,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
95,1,7518,F17,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
96,1,7518,F17,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
97,1,5522,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
98,1,7518,F17,Harvard,"200 Harvard Rd. Cambridge, MA 02138"
99,1,5522,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
100,1,5522,F17,Duke University,"2138 Campus Drive Durham, NC 27708"
